Transaction_ID,Date,Year,Month,Region,Province,Category,Item_Name,Channel,Quantity,Unit_Price_PHP,Target_Revenue_PHP,Actual_Revenue_PHP,Total_Cost_PHP,Net_Profit_PHP,Status,Satisfaction_Score
EXP-30141,2026-03-03,2026,Mar,CAR,Benguet,Agricultural Machinery,Combine Harvesters,Farmer Association,2,1207562.87,2415125.74,2173613.17,1420599.89,753013.28,Under Review,5
EXP-30142,2025-11-30,2025,Nov,CAR,Apayao,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,3,866.16,2598.48,2338.63,1677.03,661.6,Completed,2
EXP-30143,2025-03-31,2025,Mar,CAR,Abra,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,5,1323222.65,6616113.25,6285307.59,4026422.9,2258884.69,Under Review,5
EXP-30144,2026-01-20,2026,Jan,CAR,Mountain Province,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,20,684.92,13698.4,13013.48,10153.4,2860.08,Completed,4
EXP-30145,2026-01-13,2026,Jan,CAR,Apayao,Fertilizers & Soil Health,Inorganic NPK Blend,Farmer Association,1,2090.03,2090.03,2090.03,1612.91,477.12,Completed,4
EXP-30146,2025-05-26,2025,May,CAR,Apayao,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,2,2703.54,5407.08,5407.08,4120.8,1286.28,Completed,5
EXP-30147,2026-02-23,2026,Feb,CAR,Abra,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,1,1884.53,1884.53,1790.3,1097.2,693.1,Completed,4
EXP-30148,2026-07-08,2026,Jul,CAR,Ifugao,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,1,626.03,626.03,626.03,488.38,137.65,Under Review,4
EXP-30149,2025-02-05,2025,Feb,CAR,Ifugao,Agricultural Machinery,Four-Wheel Tractors,Farmer Association,2,1217025.51,2434051.02,2434051.02,1644404.23,789646.79,Completed,4
EXP-30150,2026-06-23,2026,Jun,CAR,Benguet,High-Value Crops & Seeds,Fruit Tree Saplings Batch,LGU Co-op Procurement,3,2296.13,6888.39,6888.39,4624.54,2263.85,Pending Approval,4
EXP-30151,2025-07-28,2025,Jul,CAR,Kalinga,Post-Harvest Facilities,Hermetic Storage Cocoons,Commercial Agri-Dealer,1,28956.17,28956.17,28956.17,23474.12,5482.05,Completed,5
EXP-30152,2026-03-22,2026,Mar,CAR,Mountain Province,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,1,640.27,640.27,608.26,471.4,136.86,Pending Approval,5
EXP-30153,2025-09-05,2025,Sep,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,1,702.2,702.2,702.2,543.04,159.16,Delivered,4
EXP-30154,2026-04-26,2026,Apr,CAR,Benguet,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,1,88810.91,88810.91,79929.82,57696.26,22233.56,Completed,4
EXP-30155,2025-11-07,2025,Nov,Region I,Abra,Agricultural Machinery,Combine Harvesters,Direct DA Grant,2,1774587.38,3549174.76,3549174.76,2520814.36,1028360.4,Completed,3
EXP-30156,2026-04-07,2026,Apr,CAR,Benguet,High-Value Crops & Seeds,Fruit Tree Saplings Batch,LGU Co-op Procurement,5,1160.37,5801.85,5801.85,3510.33,2291.52,Under Review,4
EXP-30157,2025-09-23,2025,Sep,CAR,Mountain Province,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Farmer Association,1,2314.9,2314.9,2199.16,1386.84,812.32,Completed,5
EXP-30158,2025-01-25,2025,Jan,CAR,Ifugao,High-Value Crops & Seeds,High-Yield Corn Seeds,Farmer Association,1,1936.34,1936.34,1936.34,1572.09,364.25,Completed,5
EXP-30159,2026-06-16,2026,Jun,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,1,1096.01,1096.01,1096.01,802.89,293.12,Delivered,5
EXP-30160,2026-01-17,2026,Jan,Region I,Kalinga,Post-Harvest Facilities,Multi-Crop Dryer Unit,LGU Co-op Procurement,1,759748.88,759748.88,759748.88,484375.05,275373.83,Completed,4
EXP-30161,2025-09-17,2025,Sep,CAR,Ifugao,High-Value Crops & Seeds,Fruit Tree Saplings Batch,LGU Co-op Procurement,2,2183.75,4367.5,4367.5,3219.97,1147.53,Completed,3
EXP-30162,2026-04-28,2026,Apr,CAR,Apayao,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,1,837.14,837.14,837.14,679.79,157.35,Delivered,4
EXP-30163,2026-04-16,2026,Apr,Region III,Apayao,Agricultural Machinery,Power Tillers,Farmer Association,1,77216.15,77216.15,77216.15,62907.4,14308.75,Completed,5
EXP-30164,2026-01-30,2026,Jan,CAR,Ifugao,Fertilizers & Soil Health,Soil Conditioner Granules,Commercial Agri-Dealer,1,686.21,686.21,686.21,542.26,143.95,Completed,5
EXP-30165,2026-02-26,2026,Feb,CAR,Abra,Fertilizers & Soil Health,Inorganic NPK Blend,Farmer Association,20,2081.29,41625.8,39544.51,26470.68,13073.83,Completed,4
EXP-30166,2025-08-20,2025,Aug,Region III,Abra,Fertilizers & Soil Health,Bio-Inoculant Strains,Direct DA Grant,1,522.95,522.95,522.95,339.88,183.07,Completed,4
EXP-30167,2026-03-25,2026,Mar,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,1,529.17,529.17,502.71,309.6,193.11,Delivered,5
EXP-30168,2026-01-01,2026,Jan,CAR,Kalinga,Post-Harvest Facilities,Rice Mill Processing Line,LGU Co-op Procurement,3,1585920.85,4757762.55,4757762.55,3036899.12,1720863.43,Delivered,5
EXP-30169,2026-07-04,2026,Jul,Region III,Apayao,Agricultural Machinery,Solar Irrigation Systems,LGU Co-op Procurement,3,564615.29,1693845.87,1693845.87,1380006.7,313839.17,Completed,5
EXP-30170,2025-08-05,2025,Aug,CAR,Apayao,Fertilizers & Soil Health,Inorganic NPK Blend,Direct DA Grant,1,2085.4,2085.4,2085.4,1468.86,616.54,Under Review,5
EXP-30171,2025-10-15,2025,Oct,CAR,Benguet,High-Value Crops & Seeds,Vegetable Seed Packs,LGU Co-op Procurement,1,274.05,274.05,274.05,170.16,103.89,Delivered,3
EXP-30172,2026-02-18,2026,Feb,CAR,Mountain Province,Post-Harvest Facilities,Rice Mill Processing Line,Direct DA Grant,5,1037596.97,5187984.85,4928585.61,3267156.91,1661428.7,Completed,5
EXP-30173,2025-05-29,2025,May,CAR,Benguet,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,LGU Co-op Procurement,3,3163.28,9489.84,9489.84,6070.94,3418.9,Pending Approval,3
EXP-30174,2026-04-11,2026,Apr,CAR,Ifugao,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,5,118078.39,590391.95,590391.95,419938.47,170453.48,Delivered,4
EXP-30175,2026-05-30,2026,May,CAR,Kalinga,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,1,1351569.37,1351569.37,1351569.37,1071754.58,279814.79,Completed,4
EXP-30176,2025-09-18,2025,Sep,CAR,Apayao,Post-Harvest Facilities,Rice Mill Processing Line,LGU Co-op Procurement,2,944219.19,1888438.38,1794016.46,1156939.4,637077.06,Delivered,5
EXP-30177,2025-04-22,2025,Apr,CAR,Mountain Province,High-Value Crops & Seeds,Fruit Tree Saplings Batch,LGU Co-op Procurement,5,1691.07,8455.35,8032.58,6291.03,1741.55,Delivered,4
EXP-30178,2025-03-11,2025,Mar,CAR,Mountain Province,Post-Harvest Facilities,Multi-Crop Dryer Unit,Direct DA Grant,1,512357.03,512357.03,486739.18,375610.76,111128.42,Delivered,5
EXP-30179,2026-02-09,2026,Feb,CAR,Kalinga,Agricultural Machinery,Solar Irrigation Systems,Farmer Association,1,313461.75,313461.75,313461.75,248367.58,65094.17,Completed,5
EXP-30180,2026-05-15,2026,May,CAR,Benguet,Fertilizers & Soil Health,Inorganic NPK Blend,LGU Co-op Procurement,2,1635.26,3270.52,3106.99,1879.87,1227.12,Completed,4
EXP-30181,2025-03-17,2025,Mar,CAR,Mountain Province,High-Value Crops & Seeds,High-Yield Corn Seeds,Commercial Agri-Dealer,5,2219.68,11098.4,11098.4,7570.9,3527.5,Completed,5
EXP-30182,2025-04-23,2025,Apr,CAR,Mountain Province,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,3,644.96,1934.88,1934.88,1234.77,700.11,Completed,4
EXP-30183,2026-07-13,2026,Jul,CAR,Apayao,High-Value Crops & Seeds,Vegetable Seed Packs,Direct DA Grant,20,656.99,13139.8,13139.8,9518.75,3621.05,Delivered,4
EXP-30184,2026-07-17,2026,Jul,CAR,Ifugao,Post-Harvest Facilities,Cold Storage Module,LGU Co-op Procurement,1,2734910.44,2734910.44,2734910.44,1918761.8,816148.64,Under Review,4
EXP-30185,2025-09-17,2025,Sep,CAR,Mountain Province,Agricultural Machinery,Rice Transplanters,Farmer Association,3,331878.04,995634.12,995634.12,609927.11,385707.01,Completed,3
EXP-30186,2026-07-02,2026,Jul,CAR,Mountain Province,Agricultural Machinery,Solar Irrigation Systems,Farmer Association,1,265608.22,265608.22,265608.22,175470.01,90138.21,Completed,5
EXP-30187,2025-07-24,2025,Jul,CAR,Abra,Agricultural Machinery,Four-Wheel Tractors,LGU Co-op Procurement,1,1141299.84,1141299.84,1141299.84,912373.63,228926.21,Completed,5
EXP-30188,2026-02-03,2026,Feb,CAR,Ifugao,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,2,2163394.43,4326788.86,3894109.97,2381235.53,1512874.44,Delivered,1
EXP-30189,2025-03-23,2025,Mar,CAR,Ifugao,Agricultural Machinery,Rice Transplanters,Direct DA Grant,1,188238.14,188238.14,188238.14,152161.91,36076.23,Completed,4
EXP-30190,2026-05-05,2026,May,CAR,Abra,Agricultural Machinery,Four-Wheel Tractors,Direct DA Grant,1,1166373.64,1166373.64,1049736.28,796769.94,252966.34,Completed,5
EXP-30191,2025-07-17,2025,Jul,CAR,Apayao,High-Value Crops & Seeds,High-Yield Corn Seeds,Commercial Agri-Dealer,10,2131.55,21315.5,20249.72,15130.29,5119.43,Delivered,5
EXP-30192,2025-12-10,2025,Dec,CAR,Kalinga,High-Value Crops & Seeds,High-Yield Corn Seeds,Commercial Agri-Dealer,2,3412.81,6825.62,6825.62,5276.08,1549.54,Delivered,4
EXP-30193,2026-01-11,2026,Jan,CAR,Apayao,Agricultural Machinery,Solar Irrigation Systems,LGU Co-op Procurement,1,554702.45,554702.45,554702.45,453024.23,101678.22,Completed,5
EXP-30194,2025-02-13,2025,Feb,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Commercial Agri-Dealer,1,1058.84,1058.84,1058.84,727.87,330.97,Completed,5
EXP-30195,2025-01-08,2025,Jan,CAR,Mountain Province,Agricultural Machinery,Solar Irrigation Systems,LGU Co-op Procurement,1,515118.66,515118.66,515118.66,381903.01,133215.65,Completed,4
EXP-30196,2026-01-21,2026,Jan,CAR,Ifugao,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,5,463.4,2317.0,2317.0,1648.66,668.34,Completed,4
EXP-30197,2025-09-17,2025,Sep,CAR,Abra,High-Value Crops & Seeds,High-Yield Corn Seeds,Commercial Agri-Dealer,5,1966.93,9834.65,9342.92,6644.18,2698.74,Completed,4
EXP-30198,2025-06-11,2025,Jun,Region III,Abra,Agricultural Machinery,Rice Transplanters,LGU Co-op Procurement,1,235497.94,235497.94,235497.94,170299.45,65198.49,Completed,5
EXP-30199,2025-08-15,2025,Aug,CAR,Abra,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,10,83719.18,837191.8,837191.8,642216.64,194975.16,Delivered,5
EXP-30200,2025-08-14,2025,Aug,CAR,Mountain Province,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,1,1369.85,1369.85,1301.36,1017.29,284.07,Completed,5
EXP-30201,2025-12-04,2025,Dec,CAR,Mountain Province,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Commercial Agri-Dealer,2,2240.36,4480.72,4256.68,3308.99,947.69,Completed,4
EXP-30202,2025-03-07,2025,Mar,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,1,548.75,548.75,493.88,321.01,172.87,Completed,5
EXP-30203,2026-06-17,2026,Jun,CAR,Abra,Agricultural Machinery,Power Tillers,Direct DA Grant,3,92664.51,277993.53,250194.18,162928.42,87265.76,In Transit,4
EXP-30204,2025-09-08,2025,Sep,CAR,Mountain Province,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,2,1310989.47,2621978.94,2621978.94,2071898.23,550080.71,In Transit,5
EXP-30205,2025-10-08,2025,Oct,CAR,Benguet,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,1,2109.88,2109.88,1898.89,1261.41,637.48,In Transit,5
EXP-30206,2025-11-23,2025,Nov,CAR,Mountain Province,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Direct DA Grant,5,2018.08,10090.4,10090.4,7991.66,2098.74,Completed,5
EXP-30207,2025-10-13,2025,Oct,CAR,Benguet,Agricultural Machinery,Four-Wheel Tractors,Direct DA Grant,1,1128137.58,1128137.58,1128137.58,750654.08,377483.5,Completed,3
EXP-30208,2026-05-29,2026,May,CAR,Mountain Province,High-Value Crops & Seeds,High-Yield Corn Seeds,LGU Co-op Procurement,50,2480.81,124040.5,117838.47,84477.18,33361.29,Completed,5
EXP-30209,2026-05-09,2026,May,CAR,Kalinga,Post-Harvest Facilities,Hermetic Storage Cocoons,Direct DA Grant,1,34764.75,34764.75,34764.75,24594.06,10170.69,Delivered,4
EXP-30210,2026-04-25,2026,Apr,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,1,712.5,712.5,641.25,450.27,190.98,Completed,4
EXP-30211,2026-07-04,2026,Jul,CAR,Ifugao,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,3,687.82,2063.46,2063.46,1344.39,719.07,Completed,5
EXP-30212,2025-12-13,2025,Dec,CAR,Kalinga,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,LGU Co-op Procurement,2,1957.23,3914.46,3523.01,2116.07,1406.94,Under Review,5
EXP-30213,2025-12-28,2025,Dec,CAR,Ifugao,Post-Harvest Facilities,Multi-Crop Dryer Unit,Direct DA Grant,2,686485.67,1372971.34,1372971.34,958942.21,414029.13,Completed,3
EXP-30214,2025-07-09,2025,Jul,CAR,Mountain Province,High-Value Crops & Seeds,Fruit Tree Saplings Batch,LGU Co-op Procurement,1,983.64,983.64,934.46,678.28,256.18,Under Review,5
EXP-30215,2026-07-03,2026,Jul,CAR,Kalinga,Agricultural Machinery,Four-Wheel Tractors,LGU Co-op Procurement,1,879686.88,879686.88,879686.88,697001.39,182685.49,Pending Approval,5
EXP-30216,2026-07-12,2026,Jul,CAR,Kalinga,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,5,505451.11,2527255.55,2400892.77,1576901.85,823990.92,Delivered,2
EXP-30217,2026-03-29,2026,Mar,CAR,Ifugao,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,3,1202103.84,3606311.52,3425995.94,2086167.46,1339828.48,Delivered,4
EXP-30218,2026-02-24,2026,Feb,CAR,Benguet,Fertilizers & Soil Health,Bio-Inoculant Strains,Commercial Agri-Dealer,2,568.34,1136.68,1023.01,704.79,318.22,Completed,4
EXP-30219,2025-07-21,2025,Jul,CAR,Ifugao,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,2,569.41,1138.82,1138.82,712.29,426.53,Completed,3
EXP-30220,2026-01-22,2026,Jan,CAR,Kalinga,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,3,1074.01,3222.03,3222.03,2251.39,970.64,Completed,4
EXP-30221,2025-08-11,2025,Aug,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,5,956.6,4783.0,4543.85,3156.09,1387.76,In Transit,4
EXP-30222,2025-12-30,2025,Dec,CAR,Benguet,High-Value Crops & Seeds,Vegetable Seed Packs,LGU Co-op Procurement,2,497.57,995.14,945.38,587.79,357.59,Completed,5
EXP-30223,2026-01-15,2026,Jan,CAR,Abra,High-Value Crops & Seeds,Vegetable Seed Packs,Farmer Association,1,531.42,531.42,504.85,307.88,196.97,Completed,5
EXP-30224,2026-02-23,2026,Feb,CAR,Apayao,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,2,656.27,1312.54,1312.54,1032.14,280.4,Pending Approval,5
EXP-30225,2026-01-23,2026,Jan,Region I,Ifugao,Agricultural Machinery,Rice Transplanters,LGU Co-op Procurement,1,247117.94,247117.94,247117.94,200680.48,46437.46,Under Review,5
EXP-30226,2026-07-17,2026,Jul,CAR,Kalinga,Agricultural Machinery,Combine Harvesters,Direct DA Grant,2,1347061.85,2694123.7,2694123.7,2111669.38,582454.32,Completed,5
EXP-30227,2025-07-20,2025,Jul,CAR,Mountain Province,Post-Harvest Facilities,Multi-Crop Dryer Unit,Direct DA Grant,1,753438.67,753438.67,753438.67,612970.03,140468.64,Completed,5
EXP-30228,2025-12-31,2025,Dec,Region I,Apayao,High-Value Crops & Seeds,Vegetable Seed Packs,Commercial Agri-Dealer,1,711.2,711.2,675.64,510.77,164.87,Completed,2
EXP-30229,2025-12-25,2025,Dec,CAR,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,1,661.21,661.21,661.21,487.82,173.39,Pending Approval,3
EXP-30230,2025-04-14,2025,Apr,CAR,Abra,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,1,934.46,934.46,934.46,568.79,365.67,Completed,2
EXP-30231,2025-04-27,2025,Apr,Region III,Ifugao,Fertilizers & Soil Health,Inorganic NPK Blend,Farmer Association,5,1686.73,8433.65,8433.65,6526.9,1906.75,Completed,5
EXP-30232,2026-06-13,2026,Jun,CAR,Apayao,Post-Harvest Facilities,Cold Storage Module,Commercial Agri-Dealer,2,2965777.28,5931554.56,5338399.1,3894473.9,1443925.2,Completed,4
EXP-30233,2026-02-03,2026,Feb,CAR,Apayao,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,2,1636.95,3273.9,2946.51,2403.65,542.86,Delivered,4
EXP-30234,2025-12-31,2025,Dec,CAR,Benguet,Fertilizers & Soil Health,Bio-Inoculant Strains,Commercial Agri-Dealer,5,349.17,1745.85,1745.85,1372.82,373.03,Completed,5
EXP-30235,2026-05-09,2026,May,CAR,Apayao,Agricultural Machinery,Rice Transplanters,Direct DA Grant,3,245368.69,736106.07,699300.77,526123.92,173176.85,Completed,4
EXP-30236,2026-07-01,2026,Jul,CAR,Mountain Province,Agricultural Machinery,Four-Wheel Tractors,Farmer Association,50,1355375.81,67768790.5,67768790.5,55490624.09,12278166.41,In Transit,4
EXP-30237,2026-07-03,2026,Jul,CAR,Abra,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,5,125754.13,628770.65,565893.59,426688.03,139205.56,Completed,5
EXP-30238,2025-12-24,2025,Dec,Region I,Kalinga,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,5,577.7,2888.5,2599.65,1601.15,998.5,Delivered,5
EXP-30239,2025-06-11,2025,Jun,CAR,Ifugao,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,1,1613.04,1613.04,1532.39,1144.25,388.14,In Transit,3
EXP-30240,2026-07-21,2026,Jul,CAR,Kalinga,Post-Harvest Facilities,Multi-Crop Dryer Unit,Direct DA Grant,5,741628.75,3708143.75,3708143.75,2403768.11,1304375.64,Completed,4
EXP-30241,2025-01-31,2025,Jan,CAR,Ifugao,Post-Harvest Facilities,Hermetic Storage Cocoons,LGU Co-op Procurement,2,41008.0,82016.0,77915.2,56256.69,21658.51,Completed,5
EXP-30242,2025-02-22,2025,Feb,CAR,Ifugao,High-Value Crops & Seeds,High-Yield Corn Seeds,LGU Co-op Procurement,1,2926.58,2926.58,2633.92,1997.94,635.98,In Transit,4
EXP-30243,2025-03-16,2025,Mar,CAR,Mountain Province,Agricultural Machinery,Four-Wheel Tractors,Commercial Agri-Dealer,1,1022310.76,1022310.76,1022310.76,623923.84,398386.92,Completed,5
EXP-30244,2026-01-25,2026,Jan,CAR,Abra,Agricultural Machinery,Four-Wheel Tractors,Farmer Association,10,857900.82,8579008.2,8150057.79,5123000.68,3027057.11,Completed,3
EXP-30245,2025-05-21,2025,May,CAR,Apayao,Fertilizers & Soil Health,Inorganic NPK Blend,Farmer Association,20,1515.05,30301.0,30301.0,22760.42,7540.58,Delivered,4
EXP-30246,2025-06-24,2025,Jun,CAR,Ifugao,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,1,130040.9,130040.9,130040.9,81732.28,48308.62,Completed,5
EXP-30247,2025-10-20,2025,Oct,CAR,Apayao,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,1,99885.66,99885.66,89897.09,63351.64,26545.45,Completed,5
EXP-30248,2025-01-13,2025,Jan,CAR,Mountain Province,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,3,587.11,1761.33,1761.33,1393.82,367.51,Delivered,4
EXP-30249,2025-06-11,2025,Jun,CAR,Kalinga,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,3,956.15,2868.45,2868.45,2128.0,740.45,Completed,3
EXP-30250,2025-09-09,2025,Sep,CAR,Kalinga,Agricultural Machinery,Power Tillers,Direct DA Grant,1,64647.36,64647.36,64647.36,42594.23,22053.13,Completed,5
EXP-30251,2026-02-02,2026,Feb,CAR,Kalinga,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,1,731.29,731.29,658.16,433.51,224.65,Completed,5
EXP-30252,2025-04-29,2025,Apr,CAR,Apayao,High-Value Crops & Seeds,Vegetable Seed Packs,LGU Co-op Procurement,1,370.89,370.89,333.8,242.53,91.27,Completed,5
EXP-30253,2026-01-26,2026,Jan,Region II,Ifugao,Agricultural Machinery,Power Tillers,Direct DA Grant,3,87344.3,262032.9,262032.9,194221.19,67811.71,Delivered,2
EXP-30254,2025-11-03,2025,Nov,CAR,Benguet,Agricultural Machinery,Combine Harvesters,Commercial Agri-Dealer,2,2029763.12,4059526.24,4059526.24,2620671.34,1438854.9,Delivered,3
EXP-30255,2025-08-14,2025,Aug,CAR,Kalinga,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,3,326.87,980.61,980.61,801.99,178.62,Completed,2
EXP-30256,2026-06-24,2026,Jun,CAR,Apayao,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Commercial Agri-Dealer,1,1883.15,1883.15,1883.15,1387.75,495.4,Completed,4
EXP-30257,2025-12-26,2025,Dec,CAR,Mountain Province,Post-Harvest Facilities,Hermetic Storage Cocoons,Commercial Agri-Dealer,1,35223.91,35223.91,35223.91,28244.18,6979.73,Completed,4
EXP-30258,2025-01-05,2025,Jan,CAR,Kalinga,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,1,601.45,601.45,511.23,366.31,144.92,Completed,5
EXP-30259,2026-03-22,2026,Mar,CAR,Ifugao,Fertilizers & Soil Health,Inorganic NPK Blend,Farmer Association,2,1298.34,2596.68,2596.68,2051.56,545.12,In Transit,1
EXP-30260,2025-11-29,2025,Nov,CAR,Benguet,Fertilizers & Soil Health,Bio-Inoculant Strains,Direct DA Grant,20,408.89,8177.8,8177.8,6618.41,1559.39,Completed,5
EXP-30261,2025-10-01,2025,Oct,CAR,Kalinga,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,1,396.28,396.28,396.28,310.08,86.2,Delivered,5
EXP-30262,2026-03-26,2026,Mar,CAR,Abra,Post-Harvest Facilities,Rice Mill Processing Line,Direct DA Grant,2,1003587.86,2007175.72,1906816.93,1247849.35,658967.58,Completed,4
EXP-30263,2025-04-03,2025,Apr,Region I,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,3,775.93,2327.79,2327.79,1679.36,648.43,Completed,5
EXP-30264,2025-06-04,2025,Jun,CAR,Benguet,Agricultural Machinery,Combine Harvesters,Direct DA Grant,1,2094642.8,2094642.8,1885178.52,1194896.93,690281.59,Completed,4
EXP-30265,2026-02-08,2026,Feb,CAR,Kalinga,High-Value Crops & Seeds,Vegetable Seed Packs,Farmer Association,2,281.74,563.48,563.48,415.2,148.28,Completed,5
EXP-30266,2025-04-24,2025,Apr,CAR,Abra,Post-Harvest Facilities,Cold Storage Module,Direct DA Grant,1,2852830.36,2852830.36,2852830.36,1850310.43,1002519.93,Completed,3
